library	sample	read1	read2	interleaved
MON0914	MON0914	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN10/MON0914_S277_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN10/MON0914_S277_R2_001.fastq.gz	
MON0915	MON0915	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN10/MON0915_S278_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN10/MON0915_S278_R2_001.fastq.gz	
MON0916	MON0916	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN10/MON0916_S279_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN10/MON0916_S279_R2_001.fastq.gz	
MON0917	MON0917	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN10/MON0917_S280_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN10/MON0917_S280_R2_001.fastq.gz	
MON0918	MON0918	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN10/MON0918_S281_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN10/MON0918_S281_R2_001.fastq.gz	
MON0919	MON0919	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN10/MON0919_S282_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN10/MON0919_S282_R2_001.fastq.gz	
MON0920	MON0920	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN10/MON0920_S283_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN10/MON0920_S283_R2_001.fastq.gz	
MON0921	MON0921	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN10/MON0921_S284_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN10/MON0921_S284_R2_001.fastq.gz	
MON0922	MON0922	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN10/MON0922_S285_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN10/MON0922_S285_R2_001.fastq.gz	
MON0923	MON0923	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN10/MON0923_S286_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN10/MON0923_S286_R2_001.fastq.gz	
MON0924	MON0924	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN10/MON0924_S287_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN10/MON0924_S287_R2_001.fastq.gz	
MON0925	MON0925	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN10/MON0925_S288_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN10/MON0925_S288_R2_001.fastq.gz	
MON0926	MON0926	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0926_S289_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0926_S289_R2_001.fastq.gz	
MON0927	MON0927	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0927_S290_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0927_S290_R2_001.fastq.gz	
MON0928	MON0928	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0928_S291_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0928_S291_R2_001.fastq.gz	
MON0929	MON0929	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0929_S292_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0929_S292_R2_001.fastq.gz	
MON0930	MON0930	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0930_S293_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0930_S293_R2_001.fastq.gz	
MON0931	MON0931	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0931_S294_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0931_S294_R2_001.fastq.gz	
MON0932	MON0932	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0932_S295_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0932_S295_R2_001.fastq.gz	
MON0933	MON0933	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0933_S296_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0933_S296_R2_001.fastq.gz	
MON0934	MON0934	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0934_S297_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0934_S297_R2_001.fastq.gz	
MON0935	MON0935	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0935_S298_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0935_S298_R2_001.fastq.gz	
MON0936	MON0936	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0936_S299_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0936_S299_R2_001.fastq.gz	
MON0937	MON0937	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0937_S300_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0937_S300_R2_001.fastq.gz	
MON0938	MON0938	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0938_S301_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0938_S301_R2_001.fastq.gz	
MON0939	MON0939	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0939_S302_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0939_S302_R2_001.fastq.gz	
MON0940	MON0940	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0940_S303_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0940_S303_R2_001.fastq.gz	
MON0941	MON0941	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0941_S304_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0941_S304_R2_001.fastq.gz	
MON0942	MON0942	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0942_S305_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0942_S305_R2_001.fastq.gz	
MON0943	MON0943	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0943_S306_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0943_S306_R2_001.fastq.gz	
MON0944	MON0944	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0944_S307_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0944_S307_R2_001.fastq.gz	
MON0945	MON0945	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0945_S308_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0945_S308_R2_001.fastq.gz	
MON0947	MON0947	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0947_S309_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0947_S309_R2_001.fastq.gz	
MON0948	MON0948	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0948_S310_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0948_S310_R2_001.fastq.gz	
MON0949	MON0949	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0949_S311_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0949_S311_R2_001.fastq.gz	
MON0949_1	MON0949_1	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0949_1_S312_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0949_1_S312_R2_001.fastq.gz	
MON0950	MON0950	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0950_S313_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0950_S313_R2_001.fastq.gz	
MON0951	MON0951	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0951_S314_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0951_S314_R2_001.fastq.gz	
MON0952	MON0952	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0952_S315_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0952_S315_R2_001.fastq.gz	
MON0953	MON0953	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0953_S316_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0953_S316_R2_001.fastq.gz	
MON0954	MON0954	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0954_S317_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0954_S317_R2_001.fastq.gz	
MON0955	MON0955	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0955_S318_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0955_S318_R2_001.fastq.gz	
MON0956	MON0956	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0956_S319_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0956_S319_R2_001.fastq.gz	
MON0957	MON0957	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0957_S320_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0957_S320_R2_001.fastq.gz	
MON0958	MON0958	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0958_S321_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0958_S321_R2_001.fastq.gz	
MON0959	MON0959	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0959_S322_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0959_S322_R2_001.fastq.gz	
MON0960	MON0960	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0960_S323_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0960_S323_R2_001.fastq.gz	
MON0961	MON0961	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0961_S324_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0961_S324_R2_001.fastq.gz	
MON0962	MON0962	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0962_S325_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0962_S325_R2_001.fastq.gz	
MON0963	MON0963	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0963_S326_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0963_S326_R2_001.fastq.gz	
MON0964	MON0964	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0964_S327_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0964_S327_R2_001.fastq.gz	
MON0965	MON0965	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0965_S328_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0965_S328_R2_001.fastq.gz	
MON0966	MON0966	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0966_S329_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0966_S329_R2_001.fastq.gz	
MON0967	MON0967	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0967_S330_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0967_S330_R2_001.fastq.gz	
MON0968	MON0968	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0968_S331_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0968_S331_R2_001.fastq.gz	
MON0969	MON0969	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0969_S332_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0969_S332_R2_001.fastq.gz	
MON0970	MON0970	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0970_S333_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0970_S333_R2_001.fastq.gz	
MON0971	MON0971	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0971_S334_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0971_S334_R2_001.fastq.gz	
MON0972	MON0972	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0972_S335_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0972_S335_R2_001.fastq.gz	
MON0973	MON0973	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0973_S336_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0973_S336_R2_001.fastq.gz	
MON0974	MON0974	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0974_S337_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0974_S337_R2_001.fastq.gz	
MON0975	MON0975	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0975_S338_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0975_S338_R2_001.fastq.gz	
MON0976	MON0976	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0976_S339_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0976_S339_R2_001.fastq.gz	
MON0977	MON0977	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0977_S340_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0977_S340_R2_001.fastq.gz	
MON0978	MON0978	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0978_S341_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0978_S341_R2_001.fastq.gz	
MON0979	MON0979	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0979_S342_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0979_S342_R2_001.fastq.gz	
MON0980	MON0980	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0980_S343_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0980_S343_R2_001.fastq.gz	
MON0981	MON0981	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0981_S344_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0981_S344_R2_001.fastq.gz	
