library	sample	read1	read2	interleaved
MON0982	MON0982	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0982_S345_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0982_S345_R2_001.fastq.gz	
MON0983	MON0983	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0983_S346_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0983_S346_R2_001.fastq.gz	
MON0984	MON0984	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0984_S347_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0984_S347_R2_001.fastq.gz	
MON0985	MON0985	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0985_S348_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0985_S348_R2_001.fastq.gz	
MON0986	MON0986	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0986_S349_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0986_S349_R2_001.fastq.gz	
MON0987	MON0987	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0987_S350_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0987_S350_R2_001.fastq.gz	
MON0988	MON0988	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0988_S351_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0988_S351_R2_001.fastq.gz	
MON0989	MON0989	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0989_S352_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0989_S352_R2_001.fastq.gz	
MON0990	MON0990	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0990_S353_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0990_S353_R2_001.fastq.gz	
MON0991	MON0991	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0991_S354_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0991_S354_R2_001.fastq.gz	
MON0992	MON0992	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0992_S355_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0992_S355_R2_001.fastq.gz	
MON0993	MON0993	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0993_S356_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0993_S356_R2_001.fastq.gz	
MON0994	MON0994	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0994_S357_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0994_S357_R2_001.fastq.gz	
MON0995	MON0995	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0995_S358_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0995_S358_R2_001.fastq.gz	
MON0995_1	MON0995_1	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0995_1_S359_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0995_1_S359_R2_001.fastq.gz	
MON0996	MON0996	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0996_S360_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0996_S360_R2_001.fastq.gz	
MON0997	MON0997	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0997_S361_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0997_S361_R2_001.fastq.gz	
MON0998	MON0998	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0998_S362_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0998_S362_R2_001.fastq.gz	
MON0999	MON0999	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0999_S363_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON0999_S363_R2_001.fastq.gz	
MON1000	MON1000	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON1000_S364_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/MON1000_S364_R2_001.fastq.gz	
NIC1	NIC1	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/NIC1_S365_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/NIC1_S365_R2_001.fastq.gz	
NIC2	NIC2	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/NIC2_S366_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/NIC2_S366_R2_001.fastq.gz	
NIC3	NIC3	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/NIC3_S367_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/NIC3_S367_R2_001.fastq.gz	
NIC4	NIC4	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/NIC4_S368_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/NIC4_S368_R2_001.fastq.gz	
NIC5	NIC5	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/NIC5_S369_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/NIC5_S369_R2_001.fastq.gz	
NIC6	NIC6	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/NIC6_S370_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/NIC6_S370_R2_001.fastq.gz	
NCT_10	NCT_10	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/NCT_10_S371_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/NCT_10_S371_R2_001.fastq.gz	
NIC7	NIC7	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/NIC7_S372_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/NIC7_S372_R2_001.fastq.gz	
NIC8	NIC8	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/NIC8_S373_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/NIC8_S373_R2_001.fastq.gz	
NIC9	NIC9	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/NIC9_S374_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/NIC9_S374_R2_001.fastq.gz	
NIC10	NIC10	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/NIC10_S375_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/NIC10_S375_R2_001.fastq.gz	
NIC11	NIC11	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/NIC11_S376_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/NIC11_S376_R2_001.fastq.gz	
NIC12	NIC12	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/NIC12_S377_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/NIC12_S377_R2_001.fastq.gz	
NIC13	NIC13	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/NIC13_S378_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/NIC13_S378_R2_001.fastq.gz	
NIC14	NIC14	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/NIC14_S379_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/NIC14_S379_R2_001.fastq.gz	
NIC14_1	NIC14_1	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/NIC14_1_S380_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/NIC14_1_S380_R2_001.fastq.gz	
NIC15	NIC15	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/NIC15_S381_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/NIC15_S381_R2_001.fastq.gz	
NIC16	NIC16	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/NIC16_S382_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/NIC16_S382_R2_001.fastq.gz	
NIC17	NIC17	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/NIC17_S383_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/NIC17_S383_R2_001.fastq.gz	
NIC18	NIC18	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/NIC18_S384_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN11/NIC18_S384_R2_001.fastq.gz	
NSW0213_5_D_CER17	NSW0213_5_D_CER17	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN12/NSW0213_5_D_CER17_S289_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN12/NSW0213_5_D_CER17_S289_R2_001.fastq.gz	
NSW0357_1_D_CER17	NSW0357_1_D_CER17	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN12/NSW0357_1_D_CER17_S290_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN12/NSW0357_1_D_CER17_S290_R2_001.fastq.gz	
NSW0357_2_D_CER17	NSW0357_2_D_CER17	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN12/NSW0357_2_D_CER17_S291_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN12/NSW0357_2_D_CER17_S291_R2_001.fastq.gz	
NSW0357_3_D_CER17	NSW0357_3_D_CER17	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN12/NSW0357_3_D_CER17_S292_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN12/NSW0357_3_D_CER17_S292_R2_001.fastq.gz	
NSW0357_3_D_CER17_1	NSW0357_3_D_CER17_1	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN12/NSW0357_3_D_CER17_1_S293_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN12/NSW0357_3_D_CER17_1_S293_R2_001.fastq.gz	
NSW0357_4_D_CER17	NSW0357_4_D_CER17	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN12/NSW0357_4_D_CER17_S294_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN12/NSW0357_4_D_CER17_S294_R2_001.fastq.gz	
NSW0357_5_D_CER17	NSW0357_5_D_CER17	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN12/NSW0357_5_D_CER17_S295_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN12/NSW0357_5_D_CER17_S295_R2_001.fastq.gz	
NSW0506_6_D_CER17	NSW0506_6_D_CER17	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN12/NSW0506_6_D_CER17_S296_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN12/NSW0506_6_D_CER17_S296_R2_001.fastq.gz	
NSW0506_7_D_CER17	NSW0506_7_D_CER17	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN12/NSW0506_7_D_CER17_S297_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN12/NSW0506_7_D_CER17_S297_R2_001.fastq.gz	
NSW0506_8_D_CER17	NSW0506_8_D_CER17	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN12/NSW0506_8_D_CER17_S298_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN12/NSW0506_8_D_CER17_S298_R2_001.fastq.gz	
NSW0506_9_D_CER17	NSW0506_9_D_CER17	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN12/NSW0506_9_D_CER17_S299_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN12/NSW0506_9_D_CER17_S299_R2_001.fastq.gz	
NSW0506_10_D_CER17	NSW0506_10_D_CER17	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN12/NSW0506_10_D_CER17_S300_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN12/NSW0506_10_D_CER17_S300_R2_001.fastq.gz	
NSW0517_1_D_CER17	NSW0517_1_D_CER17	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN12/NSW0517_1_D_CER17_S301_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN12/NSW0517_1_D_CER17_S301_R2_001.fastq.gz	
NSW0517_4_D_CER17	NSW0517_4_D_CER17	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN12/NSW0517_4_D_CER17_S302_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN12/NSW0517_4_D_CER17_S302_R2_001.fastq.gz	
NSW0517_5_D_CER17	NSW0517_5_D_CER17	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN12/NSW0517_5_D_CER17_S303_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN12/NSW0517_5_D_CER17_S303_R2_001.fastq.gz	
NSW0678_1_D_CER17	NSW0678_1_D_CER17	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN12/NSW0678_1_D_CER17_S304_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN12/NSW0678_1_D_CER17_S304_R2_001.fastq.gz	
NSW0678_2_D_CER17	NSW0678_2_D_CER17	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN12/NSW0678_2_D_CER17_S305_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN12/NSW0678_2_D_CER17_S305_R2_001.fastq.gz	
NSW0678_3_D_CER17	NSW0678_3_D_CER17	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN12/NSW0678_3_D_CER17_S306_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN12/NSW0678_3_D_CER17_S306_R2_001.fastq.gz	
NSW0678_4_D_CER17	NSW0678_4_D_CER17	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN12/NSW0678_4_D_CER17_S307_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN12/NSW0678_4_D_CER17_S307_R2_001.fastq.gz	
NSW0678_5_D_CER17	NSW0678_5_D_CER17	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN12/NSW0678_5_D_CER17_S308_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN12/NSW0678_5_D_CER17_S308_R2_001.fastq.gz	
NSW0741_1_D_CER17	NSW0741_1_D_CER17	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN12/NSW0741_1_D_CER17_S309_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN12/NSW0741_1_D_CER17_S309_R2_001.fastq.gz	
NSW0741_2_D_CER17	NSW0741_2_D_CER17	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN12/NSW0741_2_D_CER17_S310_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN12/NSW0741_2_D_CER17_S310_R2_001.fastq.gz	
NSW0741_3_D_CER17	NSW0741_3_D_CER17	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN12/NSW0741_3_D_CER17_S311_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN12/NSW0741_3_D_CER17_S311_R2_001.fastq.gz	
