sample	species	date	latitude	longitude	elevation	datum	location	collectors	population	seed	notes	meta_source	parsed_date	errors
CCA3092	Eucalyptus maidenii		-35.5725	149.8097222	679	WGS84	Between Braidwood and Araluen, NSW	Dean Nicolle			elevation computed from api.geonames.org/astergdem	dp15		
CCA3107	Eucalyptus nitens		-35.9875	149.5544444	1182	WGS84	near Pikes Saddle on western edge of Deua NP, NSW	Dean Nicolle			elevation computed from api.geonames.org/astergdem	dp15		
CCA3108	Eucalyptus tereticornis subsp. mediana		-37.84444444	147.8522222			Metung, Vic	Dean Nicolle				dp15		
CCA3118	Eucalyptus leucoxylon subsp. pruinosa		-36.82638889	139.9202778			Kingston SE, SA	Dean Nicolle				dp15		
CCA3130	Eucalyptus globulus		-38.68861111	143.8363889	37	WGS84	South west of Kennett River, Great Ocean Rd, Vic	Dean Nicolle			elevation computed from api.geonames.org/astergdem	dp15		
CCA3147	Eucalyptus elata		-37.40916667	148.9013889	183	WGS84	Errinundra River, north of Club Terrace, Vic	Dean Nicolle			elevation computed from api.geonames.org/astergdem	dp15		
CCA3154	Eucalyptus rhombica		-28.12861111	151.5155556			Karara, Qld	Dean Nicolle				dp15		
CCA3160	Eucalyptus virens		-25.19972222	147.9361111			Carnarvon Range, Qld	Dean Nicolle				dp15		
CCA3176	Eucalyptus major		-27.51861111	152.1608333	319	WGS84	Helidon Hills, north-east of Helidon, Queensland.	Dean Nicolle			elevation computed from api.geonames.org/astergdem	dp15		
CCA3180	Eucalyptus taurina		-27.52666667	152.1561111			Helidon Hills, Qld	Dean Nicolle				dp15		
CCA3184	Eucalyptus melanoleuca		-26.78666667	151.9575			Yarraman, Qld	Dean Nicolle				dp15		
CCA3190	Eucalyptus ophitica		-29.29388889	152.6363889			Baryulgil, NSW	Dean Nicolle				dp15		
CCA3199_rep1	Eucalyptus fracta		-32.76722222	151.2072222			Broken Back Range, NSW	Dean Nicolle				dp15		
CCA3199_rep2	Eucalyptus fracta		-32.76722222	151.2072222			Broken Back Range, NSW	Dean Nicolle				dp15		
CCA3209	Eucalyptus hypostomatica		-32.99666667	151.2616667			Paxton, NSW	Dean Nicolle				dp15		
CCA3216	Eucalyptus globulus		-42.75194444	147.8263889	303	WGS84	Tas	Dean Nicolle			elevation computed from api.geonames.org/astergdem	dp15		
CCA3217	Eucalyptus globulus		-42.75194444	147.8263889	303	WGS84	Tas	Dean Nicolle			elevation computed from api.geonames.org/astergdem	dp15		
CCA3228	Eucalyptus largeana		-32.16861111	151.8880556			Craven, NSW	Dean Nicolle				dp15		
CCA3238	Eucalyptus paedoglauca		-19.36083333	146.8083333			Mt Stuart, Qld	Dean Nicolle				dp15		
CCA3239	Eucalyptus glaucina		-32.565	151.6022222			Paterson, NSW	Dean Nicolle				dp15		
CCA3247	Angophora costata subsp. costata		-33.79916667	150.5969444	204	WGS84	Blue Mountains National Park, near Glenbrook, New South Wales.	Dean Nicolle			elevation computed from api.geonames.org/astergdem	dp15		
CCA3248	Angophora costata subsp. costata		-33.79916667	150.5969444	204	WGS84	Blue Mountains National Park, near Glenbrook, New South Wales.	Dean Nicolle			elevation computed from api.geonames.org/astergdem	dp15		
CCA3250	Eucalyptus squamosa		-33.795	150.5705556	271	WGS84	Blue Mountains National Park, near Glenbrook, New South Wales.	Dean Nicolle			elevation computed from api.geonames.org/astergdem	dp15		
CCA3254	Eucalyptus seeana		-31.52444444	152.7925			Lake Cathie, NSW	Dean Nicolle				dp15		
CCA3261	Eucalyptus curtisii		-26.86444444	152.985	19	WGS84	Near Beerwah, Queensland.	Dean Nicolle			elevation computed from api.geonames.org/astergdem	dp15		
CCA3263	Corymbia abergiana		-19.00722222	146.0911111	830	WGS84	West of Paluma towards Hidden Valley, Queensland.	Dean Nicolle			elevation computed from api.geonames.org/astergdem	dp15		
CCA3271	Eucalyptus acmenoides		-18.98527778	146.2955556	29	WGS84	Near Paluma T/O on Bruce HW, QLD	Dean Nicolle			elevation computed from api.geonames.org/astergdem	dp15		
CCA3315	Eucalyptus tardecidens		-16.37833333	144.7361111			Maitland Downs, Qld	Dean Nicolle				dp15		
CCA3322	Eucalyptus pilularis		-30.91416667	152.9413889	28	WGS84	NSW	Dean Nicolle			elevation computed from api.geonames.org/astergdem	dp15		
CCA3325	Eucalyptus brassiana		-14.615	143.4511111			Coen, Qld	Dean Nicolle				dp15		
CCA3329	Eucalyptus staigeriana		-16.20277778	144.7519444			Maitland Downs, Qld	Dean Nicolle				dp15		
CCA3337	Eucalyptus shirleyi		-17.62444444	144.9852778			Lappa Junction, Qld	Dean Nicolle				dp15		
CCA3345	Eucalyptus decolor		-24.1975	151.2755556			Boynedale, Qld	Dean Nicolle				dp15		
CCA3409	Eucalyptus quadricostata		-20.48055556	145.3161111			Pentland, Qld	Dean Nicolle				dp15		
CCA3451	Eucalyptus camaldulensis subsp. obtusa		-16.25194444	133.3977778	193	WGS84	Daly Waters area on the Stuart Highway, NT.	Dean Nicolle			elevation computed from api.geonames.org/astergdem	dp15		
CCA3464	Angophora melanoxylon		-27.96277778	148.6872222	201	WGS84	North of St George on the Carnarvon Highway, Queensland.	Dean Nicolle			elevation computed from api.geonames.org/astergdem	dp15		
CCA3471	Eucalyptus coronata		-33.92583333	120.0266667	83	WGS84	South side of East Mount Barren, Fitzgerald River National Park, WA	Dean Nicolle			elevation computed from api.geonames.org/astergdem	dp15		
CCA3492	Eucalyptus camaldulensis subsp. acuta		-28.70333333	148.1691667			Dirranbandi, Qld	Dean Nicolle				dp15		
CCA3550_rep1	Eucalyptus lucens		-24	132.6508333			Mt Hermannsburg, NT	Dean Nicolle				dp15		
CCA3550_rep2	Eucalyptus lucens		-24	132.6508333			Mt Hermannsburg, NT	Dean Nicolle				dp15		
CCA3651	Eucalyptus odontocarpa		-22.50611111	124.0822222	287	WGS84		Dean Nicolle			elevation computed from api.geonames.org/astergdem	dp15		
CCA3711	Eucalyptus coolabah		-31.57472222	143.3905556	85	WGS84	Darling River floodplain just south-east of Wilcannia, New South Wales.	Dean Nicolle			elevation computed from api.geonames.org/astergdem	dp15		
CCA3719	Eucalyptus petraea		-28.96388889	118.8672222			Diemals Station, WA	Dean Nicolle				dp15		
CCA3730_rep1	Eucalyptus populnea subsp. bimbil		-31.48694444	147.1097222			Nyngan, NSW	Dean Nicolle				dp15		
CCA3730_rep2	Eucalyptus populnea subsp. bimbil		-31.48694444	147.1097222			Nyngan, NSW	Dean Nicolle				dp15		
CCA3778	Eucalyptus odorata		-36.34916667	140.9977778			Serviceton, Vic	Dean Nicolle				dp15		
CCA3788	Eucalyptus froggattii		-36.67888889	141.7355556			Mitre, Vic	Dean Nicolle				dp15		
CCA3821	Eucalyptus albens		-35.10583333	147.2002778	186	WGS84	West of Wagga Wagga, New South Wales.	Dean Nicolle			elevation computed from api.geonames.org/astergdem	dp15		
CCA3826	Eucalyptus leucoxylon subsp. stephaniae		-36.55888889	141.6511111			Little Desert, Vic	Dean Nicolle				dp15		
CCA3837	Eucalyptus cypellocarpa		-30.51083333	151.0241667	842	WGS84	West of Kingstown towards Barraba, New South Wales.	Dean Nicolle			elevation computed from api.geonames.org/astergdem	dp15		
CCA3841	Eucalyptus leucoxylon subsp. leucoxylon		-37.66166667	144.3641667	230	WGS84	W of Bacchus Marsh, Vic	Dean Nicolle			elevation computed from api.geonames.org/astergdem	dp15		
CCA3845	Eucalyptus caleyi subsp. ovendenii		-29.09666667	151.7163889			Gibraltar Rock, NSW	Dean Nicolle				dp15		
CCA3849	Eucalyptus exserta		-28.49055556	151.4513889			Inglewood, Qld	Dean Nicolle				dp15		
CCA3862	Eucalyptus tereticornis subsp. basaltica		-27.45388889	152.2027778			Crows Nest, Qld	Dean Nicolle				dp15		
CCA3872	Eucalyptus scopulorum		-29.6125	152.2027778			Peregrine Point, NSW	Dean Nicolle				dp15		
CCA3877	Eucalyptus bosistoana		-36.17833333	149.7972222			Nerrigundah, NSW	Dean Nicolle				dp15		
CCA3887	Eucalyptus magnificata		-30.71916667	151.7222222	983	WGS84	Near Enmore, south of Armidale, New South Wales.	Dean Nicolle			elevation computed from api.geonames.org/astergdem	dp15		
CCA3893	Eucalyptus elata		-36.11944444	149.6691667	400	WGS84	Tuross River catchment, New South Wales.	Dean Nicolle			elevation computed from api.geonames.org/astergdem	dp15		
CCA3899	Eucalyptus radiata subsp. radiata		-35.44138889	149.9644444	689	WGS84	NSW	Dean Nicolle			elevation computed from api.geonames.org/astergdem	dp15		
CCA3910	Eucalyptus rummeryi		-28.93305556	152.705			Mallanganee, NSW	Dean Nicolle				dp15		
CCA3916	Eucalyptus saligna		-29.44944444	152.3686111	789	WGS84	Acsent to New England Tableland from Grafton on Gwydir Highway, New South Wales.	Dean Nicolle			elevation computed from api.geonames.org/astergdem	dp15		
CCA3926	Eucalyptus fergusonii subsp. fergusonii		-32.64027778	151.9897222			Karuah, NSW	Dean Nicolle				dp15		
CCA3929	Eucalyptus rudderi		-32.04388889	152.3691667			Taree, NSW	Dean Nicolle				dp15		
CCA3942	Eucalyptus tetrapleura		-29.90166667	153.0647222			Wells Crossing, NSW	Dean Nicolle				dp15		
CCA3997	Eucalyptus gongylocarpa		-26.15305556	121.2747222	501	WGS84	Wiluna to Granite Peak road, near Camel Well, Western Australia.	Dean Nicolle			elevation computed from api.geonames.org/astergdem	dp15		
CCA4007	Eucalyptus rowleyi		-22.53694444	121.4902778			Rudall 2, WA	Dean Nicolle				dp15		
CCA4009	Eucalyptus aridimontana		-22.72138889	117.7602778			Mt Nameless, WA	Dean Nicolle				dp15		
CCA4019	Eucalyptus nudicaulis		-20.56638889	139.4777778			Mt Isa, Qld	Dean Nicolle				dp15		
CCA4142	Eucalyptus blakelyi		-36.29861111	146.1644444			Warby Range Vic	Dean Nicolle				dp15		
CCA4229	Eucalyptus albopurpurea		-34.83305556	135.7330556			Sleaford, SA	Dean Nicolle				dp15		
CCA4557	Eucalyptus obesa		-33.10638889	118.5169444	358	WGS84	East of Lake Grace towards Newdegate, Western Australia.	Dean Nicolle			elevation computed from api.geonames.org/astergdem	dp15		
CCA4659	Eucalyptus cuprea		-27.74833333	114.675			Murchison River, WA	Dean Nicolle				dp15		
CCA4679	Eucalyptus behriana		-34.46166667	135.6891667			Edillilie, SA	Dean Nicolle				dp15		
CCA4706	Eucalyptus cinerea subsp. cinerea		-34.68388889	150.0516667	621	WGS84	NE of Marulan, NSW	Dean Nicolle			elevation computed from api.geonames.org/astergdem	dp15		
CCA4770	Eucalyptus tenuipes		-26.15277778	150.3372222	397	WGS84	Barakula State Forest scientific area, Queensland.	Dean Nicolle			elevation computed from api.geonames.org/astergdem	dp15		
CCA4776	Eucalyptus exserta		-28.79666667	150.7788889	333	WGS84	Nicholls Rd, Bebo State Forest, New South Wales.	Dean Nicolle			elevation computed from api.geonames.org/astergdem	dp15		
CCA4821	Eucalyptus crebra		-21.99222222	148.5597222	218	WGS84	Fitzroy Development Rd, near Flora Range, Queensland.	Dean Nicolle			elevation computed from api.geonames.org/astergdem	dp15		
CCA4854	Eucalyptus camaldulensis subsp. obtusa		-15.87083333	127.3513889			Durack River, WA	Dean Nicolle				dp15		
CCA4871	Eucalyptus camaldulensis subsp. refulgens		-20.92583333	119.7852778			Coongan River, WA	Dean Nicolle				dp15		
CCA4877	Eucalyptus fastigata		-36.03138889	149.5311111	1099	WGS84	NSW	Dean Nicolle			elevation computed from api.geonames.org/astergdem	dp15		
CCA4902	Eucalyptus viridis						Durakai State Forest, Qld	Dean Nicolle				dp15		no_latlong
CCA4913	Eucalyptus alba var. australasica		-12.37611111	134.6622222	7	WGS84	Near Blyth River on Ramingining to Maningrida road, Northern Territory.	Dean Nicolle			elevation computed from api.geonames.org/astergdem	dp15		
CCA4939	Eucalyptus botryoides		-35.10277778	150.4072222	408	WGS84	Jerrawangala Lookout, Jerrawangala National Park, New South Wales.	Dean Nicolle			elevation computed from api.geonames.org/astergdem	dp15		
CCA4957	Eucalyptus camaldulensis subsp. camaldulensis		-34.78333333	137.6	54	WGS84	Gum Flat, just east of Minlaton on Stansbury road, Yorke Peninsula, South Australia.	Dean Nicolle			elevation computed from api.geonames.org/astergdem	dp15		
CCA4957_rep1	Eucalyptus camaldulensis subsp. camaldulensis	8-10-20	-34.78333333	137.6	54	WGS84	Gum Flat, just east of Minlaton on Stansbury road, Yorke Peninsula, South Australia.	Dean Nicolle			Tree to 15 metres tall. Bark smooth throughout, pale grey-tan over pale pink, cream and slightly butter yellow-cream. Leaves dull, blue-green. Growing in broad depression in open woodland on brown loam over limestone with Casuarina obesa?, Eucalyptus porosa and Melaleuca. AD; elevation computed from api.geonames.org/astergdem	dp15	-62-10-19	
CCA4957_rep2	Eucalyptus camaldulensis subsp. camaldulensis	8-10-20	-34.78333333	137.6	54	WGS84	Gum Flat, just east of Minlaton on Stansbury road, Yorke Peninsula, South Australia.	Dean Nicolle			Tree to 15 metres tall. Bark smooth throughout, pale grey-tan over pale pink, cream and slightly butter yellow-cream. Leaves dull, blue-green. Growing in broad depression in open woodland on brown loam over limestone with Casuarina obesa?, Eucalyptus porosa and Melaleuca. AD; elevation computed from api.geonames.org/astergdem	dp15	-62-10-19	
CCA4960	Eucalyptus patens		-31.89083333	116.2491667	272	WGS84	Just off Great Eastern Highway, between The Lakes and Mundaring, Western Australia.	Dean Nicolle			elevation computed from api.geonames.org/astergdem	dp15		
CCA5060	Eucalyptus viminalis subsp. viminalis		-30.27416667	150.1647222	1496	WGS84	Mt Kapultar summit, Mount Kapultar National Park, New South Wales.	Dean Nicolle			elevation computed from api.geonames.org/astergdem	dp15		
CCA5180	Eucalyptus dives		-37.56777778	144.3669444	599	WGS84	Junction of Grassy Gully Track and Blackwood Ranges Track, Victoria.	Dean Nicolle			elevation computed from api.geonames.org/astergdem	dp15		
CCA5319	Eucalyptus haemastoma		-33.18416667	151.6133333	31	WGS84	Cambell Drv, Munmorah State Conservation Area, New South Wales.	Dean Nicolle			elevation computed from api.geonames.org/astergdem	dp15		
CCA5408	Eucalyptus chartaboma		-20.60694444	145.33	469	WGS84	Flinders Highway, Queensland.	Dean Nicolle			elevation computed from api.geonames.org/astergdem	dp15		
CCA5430	Eucalyptus camaldulensis subsp. minima		-32.59222222	139.5683333	285	WGS84	Yunta Creek, ca. 2 km S of Yunta on Spring Dam road, South Australia.	Dean Nicolle			elevation computed from api.geonames.org/astergdem	dp15		
CCA5487	Eucalyptus x castrensis						Pokolbin, NSW	Dean Nicolle				dp15		no_latlong
CCA5558	Eucalyptus lirata		-16.47833333	126.2030556	562	WGS84	Track from Gibb River Road to new Mount Elizabeth Homestead, WA	Dean Nicolle			elevation computed from api.geonames.org/astergdem	dp15		
CCA5568	Eucalyptus microcodon		-28.23333333	153.3	586	WGS84	Daves Creek track, Lamington National Park, Queensland.	Dean Nicolle			elevation computed from api.geonames.org/astergdem	dp15		
CCA5597	Eucalyptus regnans		-38.75888889	143.5975	226	WGS84	Between Apollo Bay and Maits Rest on Great Ocean Road, Victoria.	Dean Nicolle			elevation computed from api.geonames.org/astergdem	dp15		
CCA5615	Corymbia ficifolia		-34.93777778	118.1980556	68	WGS84	Boulder Hill, S of Manypeaks, Western Australia.	Dean Nicolle			elevation computed from api.geonames.org/astergdem	dp15		
CCA5616	Corymbia ficifolia		-34.93777778	118.1980556	68	WGS84	Boulder Hill, S of Manypeaks, Western Australia.	Dean Nicolle			elevation computed from api.geonames.org/astergdem	dp15		
CCA5918	Eucalyptus baxteri		-39.02222222	146.3216667	33	WGS84	Lilly Pilly car park, Wilsons Promontory National Park, Victoria.	Dean Nicolle			elevation computed from api.geonames.org/astergdem	dp15		
CCA5922	Eucalyptus guilfoylei		-34.91055556	116.6888889	103	WGS84	Between Walpole and Mt Frankland, N of Walpole, Western Australia.	Dean Nicolle			elevation computed from api.geonames.org/astergdem	dp15		
CCA5926	Corymbia tessellaris							Dean Nicolle				dp15		no_latlong
CCA5946	Eucalyptus pauciflora subsp. parvifructa		-37.29527778	142.6025	1133	WGS84	Mt William summit, Grampians National Park, Victoria.	Dean Nicolle			elevation computed from api.geonames.org/astergdem	dp15		
CCA5976	Eucalyptus marginata subsp. marginata		-32.66472222	118.3258333	286	WGS84	Jilakin Rock picnic area, E of Kulin, Western Australia.	Dean Nicolle			elevation computed from api.geonames.org/astergdem	dp15		
CCA6033	Eucalyptus cosmophylla		-35.095	138.6497222	323	WGS84	Frith Rd, north-east of Clarendon, South Australia.	Dean Nicolle			elevation computed from api.geonames.org/astergdem	dp15		
CCA6041	Eucalyptus jucunda		-27.62611111	114.3647222	181	WGS84	Road to Nature's Window, Kalbarri National Park, Western Australia.	Dean Nicolle			elevation computed from api.geonames.org/astergdem	dp15		
CCA6869	Eucalyptus melliodora x E. sideroxylon		-33.91777778	145.9430556	152	WGS84	East of Goolgowi, Mid Western Highway, NSW	Dean Nicolle			elevation computed from api.geonames.org/astergdem	dp15		
CCA6870	Eucalyptus melliodora x E. sideroxylon		-33.91777778	145.9430556	152	WGS84	East of Goolgowi, Mid Western Highway, NSW	Dean Nicolle			elevation computed from api.geonames.org/astergdem	dp15		
CCA6871	Eucalyptus melliodora x E. sideroxylon		-33.91777778	145.9430556	152	WGS84	East of Goolgowi, Mid Western Highway, NSW	Dean Nicolle			elevation computed from api.geonames.org/astergdem	dp15		
CMB0002	Corymbia maculata		-35.76518864	150.1498347	34.95045564	WGS84	W off A1 Hwy S of Batemans' Bay					dp15		
CMB0003	Corymbia maculata		-35.76251088	150.1445105	58.48713561	WGS84	W off A1 Hwy S of Batemans' Bay					dp15		
CMB0004	Corymbia maculata		-36.18421901	150.0985728	132.9398691	WGS84	E down Kianga Rd. off Hwy A1 S of Bateman's Bay					dp15		
CMB0005	Corymbia maculata		-37.832778	144.973333	13	WGS84	Melbourne Royal Botanic Garden near Macpherson Robertson War Memorial Fountain				elevation computed from api.geonames.org/astergdem	dp15		
CMD0001	Corymbia maculata		-35.6727785	150.296111	-0.620873638	WGS84	Parking lot pullout E of road just entering Durras Beach N of Bateman's Bay					dp15		
Corymbia_calophylla_ANBG	Corymbia calophylla						ANBG					dp15		no_latlong
Corymbia_maculata_Arboretum_ACT	Corymbia maculata						ACT Arboretum					dp15		no_latlong
DDA100	Eucalyptus dalrympleana		-30.48669444	151.7590194	1013		'Woodington'; end of Kanoona road, Armidale. Near southern boundary fence, c.1.4km from Rockvale road.	D.D. Andrew			Frost hollow; edge of a broad gully. Fine grey brown clay on metasediments. Eucalyptus blakelyi, E.melliodora, E.dalrympleana subsp. heptantha grassy open woodland. Tree to c. 12.0m. Grey brown ribbony bark to c. 0.2m, smooth white gum bark above. Orbicular juvenile growth.	dp15		
DDA100a	Eucalyptus dalrympleana		-30.48669444	151.7590194	1013		'Woodington'; end of Kanoona road, Armidale. Near southern boundary fence, c.1.4km from Rockvale road.	D.D. Andrew			Frost hollow; edge of a broad gully. Fine grey brown clay on metasediments. Eucalyptus blakelyi, E.melliodora, E.dalrympleana subsp. heptantha grassy open woodland. Tree to c. 12.0m. Grey brown ribbony bark to c. 0.2m, smooth white gum bark above. Orbicular juvenile growth.	dp15		
DDA100c	Eucalyptus dalrympleana		-30.48669444	151.7590194	1013		'Woodington'; end of Kanoona road, Armidale. Near southern boundary fence, c.1.4km from Rockvale road.	D.D. Andrew			Frost hollow; edge of a broad gully. Fine grey brown clay on metasediments. Eucalyptus blakelyi, E.melliodora, E.dalrympleana subsp. heptantha grassy open woodland. Tree to c. 12.0m. Grey brown ribbony bark to c. 0.2m, smooth white gum bark above. Orbicular juvenile growth.	dp15		
DDA100d	Eucalyptus dalrympleana		-30.48669444	151.7590194	1013		'Woodington'; end of Kanoona road, Armidale. Near southern boundary fence, c.1.4km from Rockvale road.	D.D. Andrew			Frost hollow; edge of a broad gully. Fine grey brown clay on metasediments. Eucalyptus blakelyi, E.melliodora, E.dalrympleana subsp. heptantha grassy open woodland. Tree to c. 12.0m. Grey brown ribbony bark to c. 0.2m, smooth white gum bark above. Orbicular juvenile growth.	dp15		
