sample	project	species	date	latitude	longitude	elevation	datum	location	collectors	population	seed	notes	percent_dieback	seed_amount
Acacia_acuminata_ANBG	AcaciaPan													
Acacia_dealbata	AcaciaPan													
Acacia_melanoxylon	AcaciaPan													
J385b	DP15	Eucalyptus sideroxylon	2016-01-29	-36.17434	146.66263	245	WGS84	Chiltern				elevation computed from api.geonames.org/astergdem		
J385c	DP15	Eucalyptus sideroxylon	2016-01-29	-36.17434	146.66263	245	WGS84	Chiltern				elevation computed from api.geonames.org/astergdem		
J385d	DP15	Eucalyptus sideroxylon	2016-01-29	-36.17434	146.66263	245	WGS84	Chiltern				elevation computed from api.geonames.org/astergdem		
J385e	DP15	Eucalyptus sideroxylon	2016-01-29	-36.17434	146.66263	245	WGS84	Chiltern				elevation computed from api.geonames.org/astergdem		
J385f	DP15	Eucalyptus sideroxylon	2016-01-29	-36.17434	146.66263	245	WGS84	Chiltern				elevation computed from api.geonames.org/astergdem		
J385g	DP15	Eucalyptus sideroxylon	2016-01-29	-36.17434	146.66263	245	WGS84	Chiltern				elevation computed from api.geonames.org/astergdem		
J385h	DP15	Eucalyptus sideroxylon	2016-01-29	-36.17434	146.66263	245	WGS84	Chiltern				elevation computed from api.geonames.org/astergdem		
J385i	DP15	Eucalyptus sideroxylon	2016-01-29	-36.17434	146.66263	245	WGS84	Chiltern				elevation computed from api.geonames.org/astergdem		
J386a	DP15	Eucalyptus albens	2016-01-29	-36.14425	146.65103	239	WGS84	Chiltern				elevation computed from api.geonames.org/astergdem		
J386b	DP15	Eucalyptus albens	2016-01-29	-36.14425	146.65103	239	WGS84	Chiltern				elevation computed from api.geonames.org/astergdem		
J386c	DP15	Eucalyptus albens	2016-01-29	-36.14425	146.65103	239	WGS84	Chiltern				elevation computed from api.geonames.org/astergdem		
J386d	DP15	Eucalyptus albens	2016-01-29	-36.14425	146.65103	239	WGS84	Chiltern				elevation computed from api.geonames.org/astergdem		
J386e	DP15	Eucalyptus albens	2016-01-29	-36.14425	146.65103	239	WGS84	Chiltern				elevation computed from api.geonames.org/astergdem		
J386f	DP15	Eucalyptus albens	2016-01-29	-36.14425	146.65103	239	WGS84	Chiltern				elevation computed from api.geonames.org/astergdem		
J386g	DP15	Eucalyptus albens	2016-01-29	-36.14425	146.65103	239	WGS84	Chiltern				elevation computed from api.geonames.org/astergdem		
J386h	DP15	Eucalyptus albens	2016-01-29	-36.14425	146.65103	239	WGS84	Chiltern				elevation computed from api.geonames.org/astergdem		
J386i	DP15	Eucalyptus albens	2016-01-29	-36.14425	146.65103	239	WGS84	Chiltern				elevation computed from api.geonames.org/astergdem		
J387a	DP15	Eucalyptus sideroxylon	2016-01-29	-32.24456	146.18248	283	WGS84	Warrangatta				elevation computed from api.geonames.org/astergdem		
J387b	DP15	Eucalyptus sideroxylon	2016-01-29	-32.24456	146.18248	283	WGS84	Warrangatta				elevation computed from api.geonames.org/astergdem		
J387c	DP15	Eucalyptus sideroxylon	2016-01-29	-32.24456	146.18248	283	WGS84	Warrangatta				elevation computed from api.geonames.org/astergdem		
J387d	DP15	Eucalyptus sideroxylon	2016-01-29	-32.24456	146.18248	283	WGS84	Warrangatta				elevation computed from api.geonames.org/astergdem		
J387e	DP15	Eucalyptus sideroxylon	2016-01-29	-32.24456	146.18248	283	WGS84	Warrangatta				elevation computed from api.geonames.org/astergdem		
J387f	DP15	Eucalyptus sideroxylon	2016-01-29	-32.24456	146.18248	283	WGS84	Warrangatta				elevation computed from api.geonames.org/astergdem		
J387g	DP15	Eucalyptus sideroxylon	2016-01-29	-32.24456	146.18248	283	WGS84	Warrangatta				elevation computed from api.geonames.org/astergdem		
J387h	DP15	Eucalyptus sideroxylon	2016-01-29	-32.24456	146.18248	283	WGS84	Warrangatta				elevation computed from api.geonames.org/astergdem		
J387i	DP15	Eucalyptus sideroxylon	2016-01-29	-32.24456	146.18248	283	WGS84	Warrangatta				elevation computed from api.geonames.org/astergdem		
J388	DP15	Eucalyptus albens	2016-01-29	-36.26528	146.15425	254	WGS84	Warrangatta				elevation computed from api.geonames.org/astergdem		
J388a	DP15	Eucalyptus albens	2016-01-29	-36.26528	146.15425	254	WGS84	Warrangatta				elevation computed from api.geonames.org/astergdem		
J388b	DP15	Eucalyptus albens	2016-01-29	-36.26528	146.15425	254	WGS84	Warrangatta				elevation computed from api.geonames.org/astergdem		
J388c	DP15	Eucalyptus albens	2016-01-29	-36.26528	146.15425	254	WGS84	Warrangatta				elevation computed from api.geonames.org/astergdem		
J388d	DP15	Eucalyptus albens	2016-01-29	-36.26528	146.15425	254	WGS84	Warrangatta				elevation computed from api.geonames.org/astergdem		
J388e	DP15	Eucalyptus albens	2016-01-29	-36.26528	146.15425	254	WGS84	Warrangatta				elevation computed from api.geonames.org/astergdem		
J388g	DP15	Eucalyptus albens	2016-01-29	-36.26528	146.15425	254	WGS84	Warrangatta				elevation computed from api.geonames.org/astergdem		
J388h	DP15	Eucalyptus albens	2016-01-29	-36.26528	146.15425	254	WGS84	Warrangatta				elevation computed from api.geonames.org/astergdem		
J388i	DP15	Eucalyptus albens	2016-01-29	-36.26528	146.15425	254	WGS84	Warrangatta				elevation computed from api.geonames.org/astergdem		
J390a	DP15	Eucalyptus albens	2016-01-29	-36.5877	145.96066	175	WGS84	Reef Road State Park				elevation computed from api.geonames.org/astergdem		
J390b	DP15	Eucalyptus albens	2016-01-29	-36.5877	145.96066	175	WGS84	Reef Road State Park				elevation computed from api.geonames.org/astergdem		
J393a	DP15	Eucalyptus albens	2016-01-30	-36.93458	144.74492	269	WGS84	Heathcote				elevation computed from api.geonames.org/astergdem		
J393b	DP15	Eucalyptus albens	2016-01-30	-36.93458	144.74492	269	WGS84	Heathcote				elevation computed from api.geonames.org/astergdem		
J393c	DP15	Eucalyptus albens	2016-01-30	-36.93458	144.74492	269	WGS84	Heathcote				elevation computed from api.geonames.org/astergdem		
J393d	DP15	Eucalyptus albens	2016-01-30	-36.93458	144.74492	269	WGS84	Heathcote				elevation computed from api.geonames.org/astergdem		
J393e	DP15	Eucalyptus albens	2016-01-30	-36.93458	144.74492	269	WGS84	Heathcote				elevation computed from api.geonames.org/astergdem		
J393f	DP15	Eucalyptus albens	2016-01-30	-36.93458	144.74492	269	WGS84	Heathcote				elevation computed from api.geonames.org/astergdem		
J393g	DP15	Eucalyptus albens	2016-01-30	-36.93458	144.74492	269	WGS84	Heathcote				elevation computed from api.geonames.org/astergdem		
J393h	DP15	Eucalyptus albens	2016-01-30	-36.93458	144.74492	269	WGS84	Heathcote				elevation computed from api.geonames.org/astergdem		
J393i	DP15	Eucalyptus albens	2016-01-30	-36.93458	144.74492	269	WGS84	Heathcote				elevation computed from api.geonames.org/astergdem		
J394	DP15	Eucalyptus albens	2016-01-30	-36.84715	144.52614	206	WGS84	Lake Eppalock				elevation computed from api.geonames.org/astergdem		
J394a	DP15	Eucalyptus albens	2016-01-30	-36.84715	144.52614	206	WGS84	Lake Eppalock				elevation computed from api.geonames.org/astergdem		
J394b	DP15	Eucalyptus albens	2016-01-30	-36.84715	144.52614	206	WGS84	Lake Eppalock				elevation computed from api.geonames.org/astergdem		
J394c	DP15	Eucalyptus albens	2016-01-30	-36.84715	144.52614	206	WGS84	Lake Eppalock				elevation computed from api.geonames.org/astergdem		
J394d	DP15	Eucalyptus albens	2016-01-30	-36.84715	144.52614	206	WGS84	Lake Eppalock				elevation computed from api.geonames.org/astergdem		
J394e	DP15	Eucalyptus albens	2016-01-30	-36.84715	144.52614	206	WGS84	Lake Eppalock				elevation computed from api.geonames.org/astergdem		
J394f	DP15	Eucalyptus albens	2016-01-30	-36.84715	144.52614	206	WGS84	Lake Eppalock				elevation computed from api.geonames.org/astergdem		
J395b	DP15	Eucalyptus albens	2016-01-31	-36.76884	144.07336	201	WGS84	Powers Rd, Woodstock on Loddon				elevation computed from api.geonames.org/astergdem		
J395c	DP15	Eucalyptus albens	2016-01-31	-36.76884	144.07336	201	WGS84	Powers Rd, Woodstock on Loddon				elevation computed from api.geonames.org/astergdem		
J395d	DP15	Eucalyptus albens	2016-01-31	-36.76884	144.07336	201	WGS84	Powers Rd, Woodstock on Loddon				elevation computed from api.geonames.org/astergdem		
J395e	DP15	Eucalyptus albens	2016-01-31	-36.76884	144.07336	201	WGS84	Powers Rd, Woodstock on Loddon				elevation computed from api.geonames.org/astergdem		
J395h	DP15	Eucalyptus albens	2016-01-31	-36.76884	144.07336	201	WGS84	Powers Rd, Woodstock on Loddon				elevation computed from api.geonames.org/astergdem		
J397	DP15	Eucalyptus leucoxylon	2016-02-01	-37.28408	141.18732	117	WGS84	Dergholm State Park				elevation computed from api.geonames.org/astergdem		
J401a	DP15	Eucalyptus sideroxylon	2016-04-05	-30.44023	151.25069	752	WGS84	Torreyburn Rd, Yarrowyck				elevation computed from api.geonames.org/astergdem		
J401b	DP15	Eucalyptus sideroxylon	2016-04-05	-30.44023	151.25069	752	WGS84	Torreyburn Rd, Yarrowyck				elevation computed from api.geonames.org/astergdem		
J401c	DP15	Eucalyptus sideroxylon	2016-04-05	-30.44023	151.25069	752	WGS84	Torreyburn Rd, Yarrowyck				elevation computed from api.geonames.org/astergdem		
J401d	DP15	Eucalyptus sideroxylon	2016-04-05	-30.44023	151.25069	752	WGS84	Torreyburn Rd, Yarrowyck				elevation computed from api.geonames.org/astergdem		
J401e	DP15	Eucalyptus sideroxylon	2016-04-05	-30.44023	151.25069	752	WGS84	Torreyburn Rd, Yarrowyck				elevation computed from api.geonames.org/astergdem		
J401f	DP15	Eucalyptus sideroxylon	2016-04-05	-30.44023	151.25069	752	WGS84	Torreyburn Rd, Yarrowyck				elevation computed from api.geonames.org/astergdem		
J401g	DP15	Eucalyptus sideroxylon	2016-04-05	-30.44023	151.25069	752	WGS84	Torreyburn Rd, Yarrowyck				elevation computed from api.geonames.org/astergdem		
J401h	DP15	Eucalyptus sideroxylon	2016-04-05	-30.44023	151.25069	752	WGS84	Torreyburn Rd, Yarrowyck				elevation computed from api.geonames.org/astergdem		
J405a	DP15	Eucalyptus sideroxylon	2016-04-05	-30.22862	151.23865	746	WGS84	Baldersleigh Rd				elevation computed from api.geonames.org/astergdem		
J405b	DP15	Eucalyptus sideroxylon	2016-04-05	-30.22862	151.23865	746	WGS84	Baldersleigh Rd				elevation computed from api.geonames.org/astergdem		
J405c	DP15	Eucalyptus sideroxylon	2016-04-05	-30.22862	151.23865	746	WGS84	Baldersleigh Rd				elevation computed from api.geonames.org/astergdem		
J405d	DP15	Eucalyptus sideroxylon	2016-04-05	-30.22862	151.23865	746	WGS84	Baldersleigh Rd				elevation computed from api.geonames.org/astergdem		
J405e	DP15	Eucalyptus sideroxylon	2016-04-05	-30.22862	151.23865	746	WGS84	Baldersleigh Rd				elevation computed from api.geonames.org/astergdem		
J405f	DP15	Eucalyptus sideroxylon	2016-04-05	-30.22862	151.23865	746	WGS84	Baldersleigh Rd				elevation computed from api.geonames.org/astergdem		
J405g	DP15	Eucalyptus sideroxylon	2016-04-05	-30.22862	151.23865	746	WGS84	Baldersleigh Rd				elevation computed from api.geonames.org/astergdem		
J405h	DP15	Eucalyptus sideroxylon	2016-04-05	-30.22862	151.23865	746	WGS84	Baldersleigh Rd				elevation computed from api.geonames.org/astergdem		
J405i	DP15	Eucalyptus sideroxylon	2016-04-05	-30.22862	151.23865	746	WGS84	Baldersleigh Rd				elevation computed from api.geonames.org/astergdem		
J406a	DP15	Eucalyptus albens	2016-04-05	-30.23707	151.252	775	WGS84	Baldersleigh Rd, The Basin				elevation computed from api.geonames.org/astergdem		
J406b	DP15	Eucalyptus albens	2016-04-05	-30.23707	151.252	775	WGS84	Baldersleigh Rd, The Basin				elevation computed from api.geonames.org/astergdem		
J406c	DP15	Eucalyptus albens	2016-04-05	-30.23707	151.252	775	WGS84	Baldersleigh Rd, The Basin				elevation computed from api.geonames.org/astergdem		
J406d	DP15	Eucalyptus albens	2016-04-05	-30.23707	151.252	775	WGS84	Baldersleigh Rd, The Basin				elevation computed from api.geonames.org/astergdem		
J406e	DP15	Eucalyptus albens	2016-04-05	-30.23707	151.252	775	WGS84	Baldersleigh Rd, The Basin				elevation computed from api.geonames.org/astergdem		
J406f	DP15	Eucalyptus albens	2016-04-05	-30.23707	151.252	775	WGS84	Baldersleigh Rd, The Basin				elevation computed from api.geonames.org/astergdem		
J406g	DP15	Eucalyptus albens	2016-04-05	-30.23707	151.252	775	WGS84	Baldersleigh Rd, The Basin				elevation computed from api.geonames.org/astergdem		
J406h	DP15	Eucalyptus albens	2016-04-05	-30.23707	151.252	775	WGS84	Baldersleigh Rd, The Basin				elevation computed from api.geonames.org/astergdem		
J406i	DP15	Eucalyptus albens	2016-04-05	-30.23707	151.252	775	WGS84	Baldersleigh Rd, The Basin				elevation computed from api.geonames.org/astergdem		
J413a	DP15	Eucalyptus albens	2016-06-16	-30.70737	150.09621	245	WGS84	Boggabri - private land				elevation computed from api.geonames.org/astergdem		
J413c	DP15	Eucalyptus albens	2016-06-16	-30.70737	150.09621	245	WGS84	Boggabri - private land				elevation computed from api.geonames.org/astergdem		
J413f	DP15	Eucalyptus albens	2016-06-16	-30.70737	150.09621	245	WGS84	Boggabri - private land				elevation computed from api.geonames.org/astergdem		
J414a	DP15	Eucalyptus albens	2016-06-16	-30.49283	149.94203	246	WGS84	Narrabri				elevation computed from api.geonames.org/astergdem		
J414b	DP15	Eucalyptus albens	2016-06-16	-30.49283	149.94203	246	WGS84	Narrabri				elevation computed from api.geonames.org/astergdem		
J414c	DP15	Eucalyptus albens	2016-06-16	-30.49283	149.94203	246	WGS84	Narrabri				elevation computed from api.geonames.org/astergdem		
J416a	DP15	Eucalyptus sideroxylon	2016-06-17	-30.32322	149.26971	174	WGS84	Weewaa				elevation computed from api.geonames.org/astergdem		
J416b	DP15	Eucalyptus sideroxylon	2016-06-17	-30.32322	149.26971	174	WGS84	Weewaa				elevation computed from api.geonames.org/astergdem		
J416c	DP15	Eucalyptus sideroxylon	2016-06-17	-30.32322	149.26971	174	WGS84	Weewaa				elevation computed from api.geonames.org/astergdem		
J416d	DP15	Eucalyptus sideroxylon	2016-06-17	-30.32322	149.26971	174	WGS84	Weewaa				elevation computed from api.geonames.org/astergdem		
J416e	DP15	Eucalyptus sideroxylon	2016-06-17	-30.32322	149.26971	174	WGS84	Weewaa				elevation computed from api.geonames.org/astergdem		
J416f	DP15	Eucalyptus sideroxylon	2016-06-17	-30.32322	149.26971	174	WGS84	Weewaa				elevation computed from api.geonames.org/astergdem		
J416g	DP15	Eucalyptus sideroxylon	2016-06-17	-30.32322	149.26971	174	WGS84	Weewaa				elevation computed from api.geonames.org/astergdem		
J416h	DP15	Eucalyptus sideroxylon	2016-06-17	-30.32322	149.26971	174	WGS84	Weewaa				elevation computed from api.geonames.org/astergdem		
J416i	DP15	Eucalyptus sideroxylon	2016-06-17	-30.32322	149.26971	174	WGS84	Weewaa				elevation computed from api.geonames.org/astergdem		
J418a	DP15	Eucalyptus sideroxylon	2016-06-17	-31.05012	149.23013	375	WGS84	The Pilliga				elevation computed from api.geonames.org/astergdem		
J418b	DP15	Eucalyptus sideroxylon	2016-06-17	-31.05012	149.23013	375	WGS84	The Pilliga				elevation computed from api.geonames.org/astergdem		
J418c	DP15	Eucalyptus sideroxylon	2016-06-17	-31.05012	149.23013	375	WGS84	The Pilliga				elevation computed from api.geonames.org/astergdem		
J418e	DP15	Eucalyptus sideroxylon	2016-06-17	-31.05012	149.23013	375	WGS84	The Pilliga				elevation computed from api.geonames.org/astergdem		
J418g	DP15	Eucalyptus sideroxylon	2016-06-17	-31.05012	149.23013	375	WGS84	The Pilliga				elevation computed from api.geonames.org/astergdem		
J418h	DP15	Eucalyptus sideroxylon	2016-06-17	-31.05012	149.23013	375	WGS84	The Pilliga				elevation computed from api.geonames.org/astergdem		
J418i	DP15	Eucalyptus sideroxylon	2016-06-17	-31.05012	149.23013	375	WGS84	The Pilliga				elevation computed from api.geonames.org/astergdem		
J419a	DP15	Eucalyptus albens	2016-06-23	-31.35926	148.93951	483	WGS84	Warrumbungle				elevation computed from api.geonames.org/astergdem		
J419b	DP15	Eucalyptus albens	2016-06-23	-31.35926	148.93951	483	WGS84	Warrumbungle				elevation computed from api.geonames.org/astergdem		
J419c	DP15	Eucalyptus albens	2016-06-23	-31.35926	148.93951	483	WGS84	Warrumbungle				elevation computed from api.geonames.org/astergdem		
J419d	DP15	Eucalyptus albens	2016-06-23	-31.35926	148.93951	483	WGS84	Warrumbungle				elevation computed from api.geonames.org/astergdem		
J419e	DP15	Eucalyptus albens	2016-06-23	-31.35926	148.93951	483	WGS84	Warrumbungle				elevation computed from api.geonames.org/astergdem		
J419f	DP15	Eucalyptus albens	2016-06-23	-31.35926	148.93951	483	WGS84	Warrumbungle				elevation computed from api.geonames.org/astergdem		
J419g	DP15	Eucalyptus albens	2016-06-23	-31.35926	148.93951	483	WGS84	Warrumbungle				elevation computed from api.geonames.org/astergdem		
J419h	DP15	Eucalyptus albens	2016-06-23	-31.35926	148.93951	483	WGS84	Warrumbungle				elevation computed from api.geonames.org/astergdem		
J419i	DP15	Eucalyptus albens	2016-06-23	-31.35926	148.93951	483	WGS84	Warrumbungle				elevation computed from api.geonames.org/astergdem		
J421b	DP15	Eucalyptus sideroxylon	2016-06-23	-32.36597	148.23103	288	WGS84	Narromine				elevation computed from api.geonames.org/astergdem		
J422a	DP15	Eucalyptus sideroxylon	2016-06-24	-32.22311	148.66797	329	WGS84	Dubbo				elevation computed from api.geonames.org/astergdem		
J422c	DP15	Eucalyptus sideroxylon	2016-06-24	-32.22311	148.66797	329	WGS84	Dubbo				elevation computed from api.geonames.org/astergdem		
J422e	DP15	Eucalyptus sideroxylon	2016-06-24	-32.22311	148.66797	329	WGS84	Dubbo				elevation computed from api.geonames.org/astergdem		
J422f	DP15	Eucalyptus sideroxylon	2016-06-24	-32.22311	148.66797	329	WGS84	Dubbo				elevation computed from api.geonames.org/astergdem		
J422g	DP15	Eucalyptus sideroxylon	2016-06-24	-32.22311	148.66797	329	WGS84	Dubbo				elevation computed from api.geonames.org/astergdem		
J424a	DP15	Eucalyptus albens	2016-06-24	-31.71111	150.6998	434	WGS84	Ardglen				elevation computed from api.geonames.org/astergdem		
J424b	DP15	Eucalyptus albens	2016-06-24	-31.71111	150.6998	434	WGS84	Ardglen				elevation computed from api.geonames.org/astergdem		
J424c	DP15	Eucalyptus albens	2016-06-24	-31.71111	150.6998	434	WGS84	Ardglen				elevation computed from api.geonames.org/astergdem		
J424d	DP15	Eucalyptus albens	2016-06-24	-31.71111	150.6998	434	WGS84	Ardglen				elevation computed from api.geonames.org/astergdem		
J424e	DP15	Eucalyptus albens	2016-06-24	-31.71111	150.6998	434	WGS84	Ardglen				elevation computed from api.geonames.org/astergdem		
J424f	DP15	Eucalyptus albens	2016-06-24	-31.71111	150.6998	434	WGS84	Ardglen				elevation computed from api.geonames.org/astergdem		
J424g	DP15	Eucalyptus albens	2016-06-24	-31.71111	150.6998	434	WGS84	Ardglen				elevation computed from api.geonames.org/astergdem		
J425	DP15	Eucalyptus sideroxylon	2016-07-09	-30.30756	151.20671	721	WGS84	Bundarra				elevation computed from api.geonames.org/astergdem		
J425a	DP15	Eucalyptus sideroxylon	2016-07-09	-30.30756	151.20671	721	WGS84	Bundarra				elevation computed from api.geonames.org/astergdem		
J425b	DP15	Eucalyptus sideroxylon	2016-07-09	-30.30756	151.20671	721	WGS84	Bundarra				elevation computed from api.geonames.org/astergdem		
J425c	DP15	Eucalyptus sideroxylon	2016-07-09	-30.30756	151.20671	721	WGS84	Bundarra				elevation computed from api.geonames.org/astergdem		
