sample	project	species	date	latitude	longitude	elevation	datum	location	collectors	population	seed	notes	percent_dieback	seed_amount
Acacia_acuminata_ANBG	AcaciaPan													
Acacia_dealbata	AcaciaPan													
Acacia_melanoxylon	AcaciaPan													
344	MyrtleRust													
1154	MyrtleRust													
154	MyrtleRust													
125	MyrtleRust													
1289	MyrtleRust													
567	MyrtleRust													
2397	MyrtleRust													
1076	MyrtleRust													
1604	MyrtleRust													
10	MyrtleRust													
63	MyrtleRust													
1462	MyrtleRust													
1735	MyrtleRust													
762	MyrtleRust													
856	MyrtleRust													
1675	MyrtleRust													
397	MyrtleRust													
210	MyrtleRust													
640	MyrtleRust													
328	MyrtleRust													
1824	MyrtleRust													
656	MyrtleRust													
302	MyrtleRust													
1308	MyrtleRust													
1946	MyrtleRust													
1552	MyrtleRust													
1871	MyrtleRust													
2075	MyrtleRust													
141	MyrtleRust													
2277	MyrtleRust													
159	MyrtleRust													
2098	MyrtleRust													
274	MyrtleRust													
1861	MyrtleRust													
1479	MyrtleRust													
1823	MyrtleRust													
2162	MyrtleRust													
2076	MyrtleRust													
2080	MyrtleRust													
113	MyrtleRust													
826	MyrtleRust													
2149	MyrtleRust													
1413	MyrtleRust													
2177	MyrtleRust													
377	MyrtleRust													
1567	MyrtleRust													
1800	MyrtleRust													
101	MyrtleRust													
2130	MyrtleRust													
1408	MyrtleRust													
2029	MyrtleRust													
969	MyrtleRust													
517	MyrtleRust													
1934	MyrtleRust													
861	MyrtleRust													
1910	MyrtleRust													
229	MyrtleRust													
1499	MyrtleRust													
1330	MyrtleRust													
481	MyrtleRust													
339	MyrtleRust													
65	MyrtleRust													
1125	MyrtleRust													
1531	MyrtleRust													
289	MyrtleRust													
524	MyrtleRust													
714	MyrtleRust													
2332	MyrtleRust													
85	MyrtleRust													
189	MyrtleRust													
2211	MyrtleRust													
256	MyrtleRust													
673	MyrtleRust													
371	MyrtleRust													
932	MyrtleRust													
122	MyrtleRust													
813	MyrtleRust													
1780	MyrtleRust													
295	MyrtleRust													
2198	MyrtleRust													
1747	MyrtleRust													
1674	MyrtleRust													
837	MyrtleRust													
630	MyrtleRust													
1001	MyrtleRust													
1326	MyrtleRust													
2096	MyrtleRust													
2362	MyrtleRust													
16	MyrtleRust													
770	MyrtleRust													
772	MyrtleRust													
199	MyrtleRust													
1140	MyrtleRust													
1757	MyrtleRust													
385	MyrtleRust													
5	MyrtleRust													
1443	MyrtleRust													
2083	MyrtleRust													
1029	MyrtleRust													
733	MyrtleRust													
2066	MyrtleRust													
726	MyrtleRust													
961	MyrtleRust													
454	MyrtleRust													
1202	MyrtleRust													
1434	MyrtleRust													
1565	MyrtleRust													
1004	MyrtleRust													
1135	MyrtleRust													
2317	MyrtleRust													
537	MyrtleRust													
1998	MyrtleRust													
2233	MyrtleRust													
2167	MyrtleRust													
2077	MyrtleRust													
1393	MyrtleRust													
2143	MyrtleRust													
2008	MyrtleRust													
413	MyrtleRust													
631	MyrtleRust													
840	MyrtleRust													
474	MyrtleRust													
1687	MyrtleRust													
1603	MyrtleRust													
709	MyrtleRust													
764	MyrtleRust													
779	MyrtleRust													
1213	MyrtleRust													
121	MyrtleRust													
NSW1158802	MyrtleRust													
NSW1158816	MyrtleRust													
NSW1158817	MyrtleRust													
NSW1158818	MyrtleRust													
NSW1158812	MyrtleRust													
NSW1158813	MyrtleRust													
NSW1158814	MyrtleRust													
NSW1158807	MyrtleRust													
NSW1158808	MyrtleRust													
NSW1158809	MyrtleRust													
NSW1158804	MyrtleRust													
NSW1158811	MyrtleRust													
NSW1158810	MyrtleRust													
NSW1158805	MyrtleRust													
NSW1158806	MyrtleRust													
NSW1158801	MyrtleRust													
NSW1158800	MyrtleRust													
NSW1158799	MyrtleRust													
NSW1158798	MyrtleRust													
NSW1158797	MyrtleRust													
NSW1158796	MyrtleRust													
NSW1158795	MyrtleRust													
NSW1158832	MyrtleRust													
NSW1158828	MyrtleRust													
NSW1158826	MyrtleRust													
NSW1158829	MyrtleRust													
NSW1158834	MyrtleRust													
NSW1158830	MyrtleRust													
NSW1158835	MyrtleRust													
NSW1158827	MyrtleRust													
NSW1158831	MyrtleRust													
440	MyrtleRust													
650	MyrtleRust													
1403	MyrtleRust													
985	MyrtleRust													
1909	MyrtleRust													
2194	MyrtleRust													
1755	MyrtleRust													
393	MyrtleRust													
901	MyrtleRust													
2388	MyrtleRust													
516	MyrtleRust													
1468	MyrtleRust													
2125	MyrtleRust													
7	MyrtleRust													
972	MyrtleRust													
225	MyrtleRust													
1725	MyrtleRust													
1955	MyrtleRust													
1740	MyrtleRust													
1697	MyrtleRust													
1516	MyrtleRust													
2316	MyrtleRust													
1783	MyrtleRust													
1041	MyrtleRust													
2346	MyrtleRust													
358	MyrtleRust													
657	MyrtleRust													
574	MyrtleRust													
2344	MyrtleRust													
1669	MyrtleRust													
1866	MyrtleRust													
557	MyrtleRust													
483	MyrtleRust													
2224	MyrtleRust													
341	MyrtleRust													
713	MyrtleRust													
1200	MyrtleRust													
NSW_1079712_1	MyrtleRust													
NSW_1079675_1	MyrtleRust													
NSW_1079743_1	MyrtleRust													
NSW_1079653_1	MyrtleRust													
NSW_1074423_1	MyrtleRust													
NSW_1079702_1	MyrtleRust													
NSW_1079658_1	MyrtleRust													
NSW_1079763_1	MyrtleRust													
NSW_1079779_1	MyrtleRust													
NSW_1079761_1	MyrtleRust													
NSW_1075713_1	MyrtleRust													
NSW_1075709_1	MyrtleRust													
NSW_1075705_1	MyrtleRust													
NSW_1075706_1	MyrtleRust													
NSW_1075712_1	MyrtleRust													
NSW_1075711_1	MyrtleRust													
NSW_1075704_1	MyrtleRust													
NSW_1075707_1	MyrtleRust													
NSW_1075710_1	MyrtleRust													
NSW_1075708_1	MyrtleRust													
NSW_1075721_1	MyrtleRust													
NSW_1075723_1	MyrtleRust													
NSW_1075722_1	MyrtleRust													
NSW_1075720_1	MyrtleRust													
NSW_1075719_1	MyrtleRust													
NSW_1075718_1	MyrtleRust													
285_1	MyrtleRust													
1689_1	MyrtleRust													
2338088	MyrtleRust													
DDA123e	NEng	Eucalyptus canobolensis	2019-11-03	-33.35988889	148.9730278			c. 350m west from Mt Towac track, Mt Canobolas.						
DDA123j	NEng	Eucalyptus canobolensis	2019-11-03	-33.35988889	148.9730278			c. 350m west from Mt Towac track, Mt Canobolas.						
DDA129	NEng	Eucalyptus canobolensis	2019-11-04	-33.33897222	149.0060556			Junction of Fern gully road, Devils hole fire trail and Summit road. Mt Canobolas.						
DDA123b	NEng	Eucalyptus canobolensis	2019-11-03	-33.35988889	148.9730278			c. 350m west from Mt Towac track, Mt Canobolas.						
DDA123d	NEng	Eucalyptus canobolensis	2019-11-03	-33.35988889	148.9730278			c. 350m west from Mt Towac track, Mt Canobolas.						
DDA131	NEng	Eucalyptus canobolensis	2019-11-04	-33.33813889	148.9769722			Junction of Summit road and Mitchell's way, Mt Canobolas.						
DDA147	NEng	Eucalyptus canobolensis	2019-11-05	-33.32836111	149.0833333			Gosling creek reserve, Orange.						
DDA135a	NEng	Eucalyptus canobolensis	2019-11-04	-33.28041667	148.9899167			Corner of Borenore road and Akhurst road. Between road and rail corridor.						
DDA150	NEng	Eucalyptus canobolensis	2019-11-05	-33.31708333	149.1029722			Huntley road rail corridor, Orange.						
DDA125e	NEng	Eucalyptus canobolensis	2019-11-03	-33.34905556	148.9768889			Federal falls day use area, Mt Canobolas.						
DDA125d	NEng	Eucalyptus canobolensis	2019-11-03	-33.34905556	148.9768889			Federal falls day use area, Mt Canobolas.						
DDA125dx	NEng	Eucalyptus canobolensis	2019-11-03	-33.34905556	148.9768889			Federal falls day use area, Mt Canobolas.						
DDA125f	NEng	Eucalyptus canobolensis	2019-11-03	-33.34905556	148.9768889			Federal falls day use area, Mt Canobolas.						
DDA132	NEng	Eucalyptus canobolensis	2019-11-04	-33.28494444	149.0145			Roadside verge, 111 Nashdale lane, Nashdale.						
DDA125b	NEng	Eucalyptus canobolensis	2019-11-03	-33.34905556	148.9768889			Federal falls day use area, Mt Canobolas.						
DDA125h	NEng	Eucalyptus canobolensis	2019-11-03	-33.34905556	148.9768889			Federal falls day use area, Mt Canobolas.						
DDA135	NEng	Eucalyptus canobolensis	2019-11-04	-33.28041667	148.9899167			Corner of Borenore road and Akhurst road. Between road and rail corridor.						
DDA129a	NEng	Eucalyptus canobolensis	2019-11-04	-33.33897222	149.0060556			Junction of Fern gully road, Devils hole fire trail and Summit road. Mt Canobolas.						
DDA129c	NEng	Eucalyptus canobolensis	2019-11-04	-33.33897222	149.0060556			Junction of Fern gully road, Devils hole fire trail and Summit road. Mt Canobolas.						
DDA129d	NEng	Eucalyptus canobolensis	2019-11-04	-33.33897222	149.0060556			Junction of Fern gully road, Devils hole fire trail and Summit road. Mt Canobolas.						
DDA129f	NEng	Eucalyptus canobolensis	2019-11-04	-33.33897222	149.0060556			Junction of Fern gully road, Devils hole fire trail and Summit road. Mt Canobolas.						
DDA129g	NEng	Eucalyptus canobolensis	2019-11-04	-33.33897222	149.0060556			Junction of Fern gully road, Devils hole fire trail and Summit road. Mt Canobolas.						
DDA145d	NEng	Eucalyptus canobolensis	2019-11-05	-33.4225	148.9715833			Diggers creek road, near to Four mile creek road.						
DDA145b	NEng	Eucalyptus canobolensis	2019-11-05	-33.4225	148.9715833			Diggers creek road, near to Four mile creek road.						
DDA145a	NEng	Eucalyptus canobolensis	2019-11-05	-33.4225	148.9715833			Diggers creek road, near to Four mile creek road.						
DDA144d	NEng	Eucalyptus canobolensis	2019-11-04	-33.42641667	148.9699722			Carcoar road; east of Matthews lane and Tallwood road.						
DDA144c	NEng	Eucalyptus canobolensis	2019-11-04	-33.42641667	148.9699722			Carcoar road; east of Matthews lane and Tallwood road.						
DDA131g	NEng	Eucalyptus canobolensis	2019-11-04	-33.33813889	148.9769722			Junction of Summit road and Mitchell's way, Mt Canobolas.						
DDA144	NEng	Eucalyptus canobolensis	2019-11-04	-33.42641667	148.9699722			Carcoar road; east of Matthews lane and Tallwood road.						
DDA131f	NEng	Eucalyptus canobolensis	2019-11-04	-33.33813889	148.9769722			Junction of Summit road and Mitchell's way, Mt Canobolas.						
DDA131d	NEng	Eucalyptus canobolensis	2019-11-04	-33.33813889	148.9769722			Junction of Summit road and Mitchell's way, Mt Canobolas.						
DDA131a	NEng	Eucalyptus canobolensis	2019-11-04	-33.33813889	148.9769722			Junction of Summit road and Mitchell's way, Mt Canobolas.						
DDA144b	NEng	Eucalyptus canobolensis	2019-11-04	-33.42641667	148.9699722			Carcoar road; east of Matthews lane and Tallwood road.						
DDA144a	NEng	Eucalyptus canobolensis	2019-11-04	-33.42641667	148.9699722			Carcoar road; east of Matthews lane and Tallwood road.						
DDA145	NEng	Eucalyptus canobolensis	2019-11-05	-33.4225	148.9715833			Diggers creek road, near to Four mile creek road.						
DDA131k	NEng	Eucalyptus canobolensis	2019-11-04	-33.33813889	148.9769722			Junction of Summit road and Mitchell's way, Mt Canobolas.						
DDA132b	NEng	Eucalyptus canobolensis	2019-11-04	-33.28494444	149.0145			Roadside verge, 111 Nashdale lane, Nashdale.						
DDA132c	NEng	Eucalyptus canobolensis	2019-11-04	-33.28494444	149.0145			Roadside verge, 111 Nashdale lane, Nashdale.						
DDA132f	NEng	Eucalyptus canobolensis	2019-11-04	-33.28494444	149.0145			Roadside verge, 111 Nashdale lane, Nashdale.						
DDA132d	NEng	Eucalyptus canobolensis	2019-11-04	-33.28494444	149.0145			Roadside verge, 111 Nashdale lane, Nashdale.						
DDA132e	NEng	Eucalyptus canobolensis	2019-11-04	-33.28494444	149.0145			Roadside verge, 111 Nashdale lane, Nashdale.						
DDA150a	NEng	Eucalyptus canobolensis	2019-11-05	-33.31708333	149.1029722			Huntley road rail corridor, Orange.						
DDA150c	NEng	Eucalyptus canobolensis	2019-11-05	-33.31708333	149.1029722			Huntley road rail corridor, Orange.						
DDA123	NEng	Eucalyptus canobolensis	2019-11-03	-33.35988889	148.9730278			c. 350m west from Mt Towac track, Mt Canobolas.						
DDA150b	NEng	Eucalyptus canobolensis	2019-11-05	-33.31708333	149.1029722			Huntley road rail corridor, Orange.						
DDA147c	NEng	Eucalyptus canobolensis	2019-11-05	-33.32836111	149.0833333			Gosling creek reserve, Orange.						
DDA147a	NEng	Eucalyptus canobolensis	2019-11-05	-33.32836111	149.0833333			Gosling creek reserve, Orange.						
DDA147b	NEng	Eucalyptus canobolensis	2019-11-05	-33.32836111	149.0833333			Gosling creek reserve, Orange.						
DDA147d	NEng	Eucalyptus canobolensis	2019-11-05	-33.32836111	149.0833333			Gosling creek reserve, Orange.						
DDA120	NEng	Eucalyptus canobolensis	2019-11-03	-33.35497222	148.9598056			Gum ridge trail, Mt Canobolas.				a.		
DDA147x	NEng	Eucalyptus canobolensis	2019-11-05	-33.32836111	149.0833333			Gosling creek reserve, Orange.						
DDA121	NEng	Eucalyptus canobolensis	2019-11-03	-33.35408333	148.9593333			Gum ridge trail, Mt Canobolas.						
DDA125	NEng	Eucalyptus canobolensis	2019-11-03	-33.34905556	148.9768889			Federal falls day use area, Mt Canobolas.						
DDA120b	NEng	Eucalyptus canobolensis	2019-11-03	-33.35497222	148.9598056			Gum ridge trail, Mt Canobolas.				a.		
DDA120d	NEng	Eucalyptus canobolensis	2019-11-03	-33.35497222	148.9598056			Gum ridge trail, Mt Canobolas.				a.		
DDA120f	NEng	Eucalyptus canobolensis	2019-11-03	-33.35497222	148.9598056			Gum ridge trail, Mt Canobolas.				a.		
DDA120h	NEng	Eucalyptus canobolensis	2019-11-03	-33.35497222	148.9598056			Gum ridge trail, Mt Canobolas.				a.		
DDA120g	NEng	Eucalyptus canobolensis	2019-11-03	-33.35497222	148.9598056			Gum ridge trail, Mt Canobolas.				a.		
DDA123g	NEng	Eucalyptus canobolensis	2019-11-03	-33.35988889	148.9730278			c. 350m west from Mt Towac track, Mt Canobolas.						
DDA130	NEng	Eucalyptus dalrympleana	2019-11-04	-33.33911111	149.0061944			Junction of Fern gully road, Devils hole fire trail and Summit road. Mt Canobolas.						
DDA124b	NEng	Eucalyptus dalrympleana	2019-11-03	-33.34947222	148.9779722			Federal falls day use area, Mt Canobolas.						
DDA122e	NEng	Eucalyptus dalrympleana	2019-11-03	-33.35955556	148.9733056			c. 350m west from Mt Towac track, Mt Canobolas.						
DDA122d	NEng	Eucalyptus dalrympleana	2019-11-03	-33.35955556	148.9733056			c. 350m west from Mt Towac track, Mt Canobolas.						
JJB3614	NEng	Eucalyptus dalrympleana	2019-12-28	-35.83525	149.0096944			Namadgi National Park, junction of Boboyan Rd and road to Shanahans Mountain Walking Track.				Off crest. Yellow brown clay loam on metasediments. Eucalyptus dalrympleana, E. radiata, E. pauciflora layered woodland with Podolobium alpestre, Daviesia ulicifolia, Persoonia chamaepeuce, Hibbertia obtusifolia, Poa sieberiana, Lomandra longifolia. Single-stemmed tree 22 m tall; DBH 76 cm.		
DDA124h	NEng	Eucalyptus dalrympleana	2019-11-03	-33.34947222	148.9779722			Federal falls day use area, Mt Canobolas.						
DDA124e	NEng	Eucalyptus dalrympleana	2019-11-03	-33.34947222	148.9779722			Federal falls day use area, Mt Canobolas.						
DDA124d	NEng	Eucalyptus dalrympleana	2019-11-03	-33.34947222	148.9779722			Federal falls day use area, Mt Canobolas.						
DDA124c	NEng	Eucalyptus dalrympleana	2019-11-03	-33.34947222	148.9779722			Federal falls day use area, Mt Canobolas.						
DDA148	NEng	Eucalyptus dalrympleana	2019-11-05	-33.32847222	149.0833361			Gosling creek reserve, Orange.						
JJB3614b	NEng	Eucalyptus dalrympleana	2019-12-28	-35.83525	149.0096944			Namadgi National Park, junction of Boboyan Rd and road to Shanahans Mountain Walking Track.				Off crest. Yellow brown clay loam on metasediments. Eucalyptus dalrympleana, E. radiata, E. pauciflora layered woodland with Podolobium alpestre, Daviesia ulicifolia, Persoonia chamaepeuce, Hibbertia obtusifolia, Poa sieberiana, Lomandra longifolia. Single-stemmed tree 22 m tall; DBH 76 cm.		
JJB3614a	NEng	Eucalyptus dalrympleana	2019-12-28	-35.83525	149.0096944			Namadgi National Park, junction of Boboyan Rd and road to Shanahans Mountain Walking Track.				Off crest. Yellow brown clay loam on metasediments. Eucalyptus dalrympleana, E. radiata, E. pauciflora layered woodland with Podolobium alpestre, Daviesia ulicifolia, Persoonia chamaepeuce, Hibbertia obtusifolia, Poa sieberiana, Lomandra longifolia. Single-stemmed tree 22 m tall; DBH 76 cm.		
JJB3614c	NEng	Eucalyptus dalrympleana	2019-12-28	-35.83525	149.0096944			Namadgi National Park, junction of Boboyan Rd and road to Shanahans Mountain Walking Track.				Off crest. Yellow brown clay loam on metasediments. Eucalyptus dalrympleana, E. radiata, E. pauciflora layered woodland with Podolobium alpestre, Daviesia ulicifolia, Persoonia chamaepeuce, Hibbertia obtusifolia, Poa sieberiana, Lomandra longifolia. Single-stemmed tree 22 m tall; DBH 76 cm.		
JJB3614d	NEng	Eucalyptus dalrympleana	2019-12-28	-35.83525	149.0096944			Namadgi National Park, junction of Boboyan Rd and road to Shanahans Mountain Walking Track.				Off crest. Yellow brown clay loam on metasediments. Eucalyptus dalrympleana, E. radiata, E. pauciflora layered woodland with Podolobium alpestre, Daviesia ulicifolia, Persoonia chamaepeuce, Hibbertia obtusifolia, Poa sieberiana, Lomandra longifolia. Single-stemmed tree 22 m tall; DBH 76 cm.		
DDA128a	NEng	Eucalyptus dalrympleana	2019-11-04	-33.34208333	149.0169167			Day use area, corner of Mt Canobolas road and Lake Canobolas road.						
DDA128b	NEng	Eucalyptus dalrympleana	2019-11-04	-33.34208333	149.0169167			Day use area, corner of Mt Canobolas road and Lake Canobolas road.						
DDA130a	NEng	Eucalyptus dalrympleana	2019-11-04	-33.33911111	149.0061944			Junction of Fern gully road, Devils hole fire trail and Summit road. Mt Canobolas.						
DDA130c	NEng	Eucalyptus dalrympleana	2019-11-04	-33.33911111	149.0061944			Junction of Fern gully road, Devils hole fire trail and Summit road. Mt Canobolas.						
DDA146b	NEng	Eucalyptus dalrympleana	2019-11-05	-33.38272222	149.04375			Kearl road, near to Flyers creek.						
DDA146a	NEng	Eucalyptus dalrympleana	2019-11-05	-33.38272222	149.04375			Kearl road, near to Flyers creek.						
DDA146c	NEng	Eucalyptus dalrympleana	2019-11-05	-33.38272222	149.04375			Kearl road, near to Flyers creek.						
DDA146d	NEng	Eucalyptus dalrympleana	2019-11-05	-33.38272222	149.04375			Kearl road, near to Flyers creek.						
DDA100	NEng	Eucalyptus dalrympleana	2019-08-06	-30.48669444	151.7590194			'Woodington'; end of Kanoona road, Armidale. Near southern boundary fence, c.1.4km from Rockvale road.				Frost hollow; edge of a broad gully. Fine grey brown clay on metasediments. Eucalyptus blakelyi, E.melliodora, E.dalrympleana subsp. heptantha grassy open woodland. Tree to c. 12.0m. Grey brown ribbony bark to c. 0.2m, smooth white gum bark above. Orbicular juvenile growth.		
DDA98	NEng	Eucalyptus dalrympleana	2019-07-26	-30.47977778	151.6346389			University of New England, Armidale. Paddock, c. 810m WNW of North hill water tanks.				Bottom of gully between two moderate slopes. Grey brown silty clay on metasediment. Eucalyptus viminalis, E. pauciflora grassy woodland with Chrysocephalum apiculatum, Lissanthe strigosa, Rubus fruticosus, Poa sieberiana. Tree to c. 15.0m. Brown grey ribbony bark to c. 4.0m, grey white smooth gum bark above. DBH c. 0.95m.  Buds 3-7’s.		
DDA97	NEng	Eucalyptus dalrympleana	2019-07-26	-30.47916667	151.6347222			University of New England, Armidale. Paddock, c. 820m WNW of North hill water tanks.				Lower hill, gentle slope. Light brown silty clay on metasediment. Eucalyptus viminalis, E. pauciflora grassy woodland with Chrysocephalum apiculatum, Lissanthe strigosa, Poa sieberiana. Bifurcated tree to c. 12.0m. Brown grey ribbony bark to c. 0.3m, grey white smooth gum bark above. DBH c. 0.38m and 0.35m. Buds mainly 7’s. Juvenile growth tending to ovate.		
DDA42	NEng	Eucalyptus dalrympleana	2018-12-06	-30.14402778	151.5859167			Guyra road TSR,  c. 11.7km North-West of Guyra,  Wandsworth 2365.				Mid gentle slope. Dark brown clay loam on metasediment. Eucalyptus blakelyi, E. caliginosa, E. dalrympleana subsp. heptantha grassy woodland with Acacia dealbata, Exocarpos cupressiformis, Callitris sp., Poa sieberiana, Themeda australis. Tree to 16m. Bifurcated; DBH 0.43m, 0.75m.		
DDA130h	NEng	Eucalyptus dalrympleana	2019-11-04	-33.33911111	149.0061944			Junction of Fern gully road, Devils hole fire trail and Summit road. Mt Canobolas.						
DDA130f	NEng	Eucalyptus dalrympleana	2019-11-04	-33.33911111	149.0061944			Junction of Fern gully road, Devils hole fire trail and Summit road. Mt Canobolas.						
DDA130d	NEng	Eucalyptus dalrympleana	2019-11-04	-33.33911111	149.0061944			Junction of Fern gully road, Devils hole fire trail and Summit road. Mt Canobolas.						
DDA146	NEng	Eucalyptus dalrympleana	2019-11-05	-33.38272222	149.04375			Kearl road, near to Flyers creek.						
DDA100a	NEng	Eucalyptus dalrympleana	2019-08-06	-30.48669444	151.7590194			'Woodington'; end of Kanoona road, Armidale. Near southern boundary fence, c.1.4km from Rockvale road.				Frost hollow; edge of a broad gully. Fine grey brown clay on metasediments. Eucalyptus blakelyi, E.melliodora, E.dalrympleana subsp. heptantha grassy open woodland. Tree to c. 12.0m. Grey brown ribbony bark to c. 0.2m, smooth white gum bark above. Orbicular juvenile growth.		
DDA100f	NEng	Eucalyptus dalrympleana	2019-08-06	-30.48669444	151.7590194			'Woodington'; end of Kanoona road, Armidale. Near southern boundary fence, c.1.4km from Rockvale road.				Frost hollow; edge of a broad gully. Fine grey brown clay on metasediments. Eucalyptus blakelyi, E.melliodora, E.dalrympleana subsp. heptantha grassy open woodland. Tree to c. 12.0m. Grey brown ribbony bark to c. 0.2m, smooth white gum bark above. Orbicular juvenile growth.		
DDA100c	NEng	Eucalyptus dalrympleana	2019-08-06	-30.48669444	151.7590194			'Woodington'; end of Kanoona road, Armidale. Near southern boundary fence, c.1.4km from Rockvale road.				Frost hollow; edge of a broad gully. Fine grey brown clay on metasediments. Eucalyptus blakelyi, E.melliodora, E.dalrympleana subsp. heptantha grassy open woodland. Tree to c. 12.0m. Grey brown ribbony bark to c. 0.2m, smooth white gum bark above. Orbicular juvenile growth.		
DDA122	NEng	Eucalyptus dalrympleana	2019-11-03	-33.35955556	148.9733056			c. 350m west from Mt Towac track, Mt Canobolas.						
DDA100g	NEng	Eucalyptus dalrympleana	2019-08-06	-30.48669444	151.7590194			'Woodington'; end of Kanoona road, Armidale. Near southern boundary fence, c.1.4km from Rockvale road.				Frost hollow; edge of a broad gully. Fine grey brown clay on metasediments. Eucalyptus blakelyi, E.melliodora, E.dalrympleana subsp. heptantha grassy open woodland. Tree to c. 12.0m. Grey brown ribbony bark to c. 0.2m, smooth white gum bark above. Orbicular juvenile growth.		
DDA100d	NEng	Eucalyptus dalrympleana	2019-08-06	-30.48669444	151.7590194			'Woodington'; end of Kanoona road, Armidale. Near southern boundary fence, c.1.4km from Rockvale road.				Frost hollow; edge of a broad gully. Fine grey brown clay on metasediments. Eucalyptus blakelyi, E.melliodora, E.dalrympleana subsp. heptantha grassy open woodland. Tree to c. 12.0m. Grey brown ribbony bark to c. 0.2m, smooth white gum bark above. Orbicular juvenile growth.		
DDA117	NEng	Eucalyptus dalrympleana	2019-11-03	-33.35625	148.9599722			Gum ridge trail, Mt Canobolas.				a - n.		
DDA146e	NEng	Eucalyptus dalrympleana	2019-11-05	-33.38272222	149.04375			Kearl road, near to Flyers creek.						
DDA148a	NEng	Eucalyptus dalrympleana	2019-11-05	-33.32847222	149.0833361			Gosling creek reserve, Orange.						
DDA42a	NEng	Eucalyptus dalrympleana	2018-12-06	-30.14402778	151.5859167			Guyra road TSR,  c. 11.7km North-West of Guyra,  Wandsworth 2365.				Mid gentle slope. Dark brown clay loam on metasediment. Eucalyptus blakelyi, E. caliginosa, E. dalrympleana subsp. heptantha grassy woodland with Acacia dealbata, Exocarpos cupressiformis, Callitris sp., Poa sieberiana, Themeda australis. Tree to 16m. Bifurcated; DBH 0.43m, 0.75m.		
DDA42d	NEng	Eucalyptus dalrympleana	2018-12-06	-30.14402778	151.5859167			Guyra road TSR,  c. 11.7km North-West of Guyra,  Wandsworth 2365.				Mid gentle slope. Dark brown clay loam on metasediment. Eucalyptus blakelyi, E. caliginosa, E. dalrympleana subsp. heptantha grassy woodland with Acacia dealbata, Exocarpos cupressiformis, Callitris sp., Poa sieberiana, Themeda australis. Tree to 16m. Bifurcated; DBH 0.43m, 0.75m.		
DDA117d	NEng	Eucalyptus dalrympleana	2019-11-03	-33.35625	148.9599722			Gum ridge trail, Mt Canobolas.				a - n.		
DDA124	NEng	Eucalyptus dalrympleana	2019-11-03	-33.34947222	148.9779722			Federal falls day use area, Mt Canobolas.						
DDA42e	NEng	Eucalyptus dalrympleana	2018-12-06	-30.14402778	151.5859167			Guyra road TSR,  c. 11.7km North-West of Guyra,  Wandsworth 2365.				Mid gentle slope. Dark brown clay loam on metasediment. Eucalyptus blakelyi, E. caliginosa, E. dalrympleana subsp. heptantha grassy woodland with Acacia dealbata, Exocarpos cupressiformis, Callitris sp., Poa sieberiana, Themeda australis. Tree to 16m. Bifurcated; DBH 0.43m, 0.75m.		
DDA117f	NEng	Eucalyptus dalrympleana	2019-11-03	-33.35625	148.9599722			Gum ridge trail, Mt Canobolas.				a - n.		
DDA117a	NEng	Eucalyptus dalrympleana	2019-11-03	-33.35625	148.9599722			Gum ridge trail, Mt Canobolas.				a - n.		
DDA42c	NEng	Eucalyptus dalrympleana	2018-12-06	-30.14402778	151.5859167			Guyra road TSR,  c. 11.7km North-West of Guyra,  Wandsworth 2365.				Mid gentle slope. Dark brown clay loam on metasediment. Eucalyptus blakelyi, E. caliginosa, E. dalrympleana subsp. heptantha grassy woodland with Acacia dealbata, Exocarpos cupressiformis, Callitris sp., Poa sieberiana, Themeda australis. Tree to 16m. Bifurcated; DBH 0.43m, 0.75m.		
DDA42b	NEng	Eucalyptus dalrympleana	2018-12-06	-30.14402778	151.5859167			Guyra road TSR,  c. 11.7km North-West of Guyra,  Wandsworth 2365.				Mid gentle slope. Dark brown clay loam on metasediment. Eucalyptus blakelyi, E. caliginosa, E. dalrympleana subsp. heptantha grassy woodland with Acacia dealbata, Exocarpos cupressiformis, Callitris sp., Poa sieberiana, Themeda australis. Tree to 16m. Bifurcated; DBH 0.43m, 0.75m.		
DDA117g	NEng	Eucalyptus dalrympleana	2019-11-03	-33.35625	148.9599722			Gum ridge trail, Mt Canobolas.				a - n.		
DDA117j	NEng	Eucalyptus dalrympleana	2019-11-03	-33.35625	148.9599722			Gum ridge trail, Mt Canobolas.				a - n.		
DDA122a	NEng	Eucalyptus dalrympleana	2019-11-03	-33.35955556	148.9733056			c. 350m west from Mt Towac track, Mt Canobolas.						
DDA127	NEng	Eucalyptus dalrympleana	2019-11-04	-33.34216667	149.01675			Day use area, corner of Mt Canobolas road and Lake Canobolas road.						
DDA122c	NEng	Eucalyptus dalrympleana	2019-11-03	-33.35955556	148.9733056			c. 350m west from Mt Towac track, Mt Canobolas.						
DDA122b	NEng	Eucalyptus dalrympleana	2019-11-03	-33.35955556	148.9733056			c. 350m west from Mt Towac track, Mt Canobolas.						
DDA128	NEng	Eucalyptus dalrympleana	2019-11-04	-33.34208333	149.0169167			Day use area, corner of Mt Canobolas road and Lake Canobolas road.						
DDA143d	NEng	Eucalyptus rubida	2019-11-04	-33.50472222	149.1322778			Carcoar road; east of Matthews lane and Tallwood road.						
